sticker_id,market_hash_name
s13036,Sticker | NAF | Katowice 2019
s13037,Sticker | Xyp9x | Katowice 2019
s13038,Sticker | olofmeister | Katowice 2019
s13040,Sticker | felps | Katowice 2019
s13041,Sticker | gla1ve | Katowice 2019
s13042,Sticker | dupreeh | Katowice 2019
s13043,Sticker | stanislaw | Katowice 2019
s13044,Sticker | flamie | Katowice 2019
s13045,Sticker | Magisk | Katowice 2019
s13046,Sticker | daps (Foil) | Katowice 2019
s13047,Sticker | NBK- | Katowice 2019
s13048,Sticker | EliGE (Foil) | Katowice 2019
s13049,Sticker | EliGE | Katowice 2019
s13050,Sticker | ANGE1 | Katowice 2019
s13051,Sticker | Edward | Katowice 2019
s13052,Sticker | zhokiNg | Katowice 2019
s13053,Sticker | S0tF1k | Katowice 2019
s13054,Sticker | Kvik | Katowice 2019
s13055,Sticker | AdreN | Katowice 2019
s13056,Sticker | electronic | Katowice 2019
s13057,Sticker | Zeus | Katowice 2019
s13058,Sticker | dexter | Katowice 2019
s13059,Sticker | ALEX | Katowice 2019
s13060,Sticker | fitch (Foil) | Katowice 2019
s13061,Sticker | Gratisfaction | Katowice 2019
s13062,Sticker | VINI | Katowice 2019
s13063,Sticker | ISSAA | Katowice 2019
s13064,Sticker | XANTARES | Katowice 2019
s13065,Sticker | ShahZaM (Foil) | Katowice 2019
s13066,Sticker | Astralis (Holo) | Katowice 2019
s13091,Sticker | n0rb3r7 | Katowice 2019
s13092,Sticker | chopper | Katowice 2019
s13093,Sticker | Aleksib | Katowice 2019
s13097,Sticker | s1mple (Foil) | Katowice 2019
s13098,Sticker | JaCkz (Gold) | Katowice 2019
s13099,Sticker | allu | Katowice 2019
s13100,Sticker | ENCE (Holo) | Katowice 2019
s13101,Sticker | daps | Katowice 2019
s13102,Sticker | Natus Vincere (Holo) | Katowice 2019
s13178,Sticker | FURIA (Holo) | Katowice 2019
s13196,Sticker | Twin Koi
s13229,Sticker | Astralis | Katowice 2019
s13276,Sticker | Dima | Katowice 2019
s13343,Sticker | Golden | Katowice 2019
s13344,Sticker | BnTeT | Katowice 2019
s13345,Sticker | Xizt | Katowice 2019
s13482,Sticker | gob b | Katowice 2019
s13483,Sticker | sergej | Katowice 2019
s13484,Sticker | CeRq | Katowice 2019
s13506,Sticker | fer | Katowice 2019
s13507,Sticker | Twistzz (Foil) | Katowice 2019
s13508,Sticker | Twistzz (Gold) | Katowice 2019
s13509,Sticker | FURIA | Katowice 2019
s13510,Sticker | DickStacy | Katowice 2019
s13511,Sticker | smooya (Gold) | Katowice 2019
s13512,Sticker | MIBR (Holo) | Katowice 2019
s13513,Sticker | n0thing (Gold) | Katowice 2019
s13514,Sticker | Vitality (Holo) | Katowice 2019
s13515,Sticker | MIBR | Katowice 2019
s13516,Sticker | ENCE | Katowice 2019
s13517,Sticker | ENCE (Foil) | Katowice 2019
s13519,Sticker | NRG (Foil) | Katowice 2019
s13559,Sticker | buster (Foil) | Katowice 2019
s14015,Sticker | Hobbit | Katowice 2019
s14108,Sticker | Virtus.Pro | London 2018
s14235,Sticker | IEM (Holo) | Katowice 2019
s14420,Sticker | fer (Foil) | Katowice 2019
s14421,Sticker | Stewie2K (Foil) | Katowice 2019
s14422,Sticker | s1mple | Katowice 2019
s14423,Sticker | rain | Katowice 2019
s14424,Sticker | n0thing | Katowice 2019
s14425,Sticker | NiKo | Katowice 2019
s14426,Sticker | GuardiaN | Katowice 2019
s14427,Sticker | GuardiaN (Foil) | Katowice 2019
s14428,Sticker | dupreeh (Foil) | Katowice 2019
s14429,Sticker | FaZe Clan | Boston 2018
s14430,Sticker | Master Guardian Elite (Holo)
s14436,Sticker | FaZe Clan (Holo) | Katowice 2019
s14442,Sticker | gla1ve (Foil) | Katowice 2019
s14534,Sticker | BIG (Holo) | Katowice 2019
s14540,Sticker | G2 Esports | Katowice 2019
s14541,Sticker | Fnatic | Katowice 2019
s14549,Sticker | Flash Gaming | Boston 2018
s14625,Sticker | shox | Katowice 2019
s14626,Sticker | autimatic | Katowice 2019
s14627,Sticker | xccurate | Katowice 2019
s14628,Sticker | kioShiMa | Katowice 2019
s14629,Sticker | REZ | Katowice 2019
s14630,Sticker | flusha | Katowice 2019
s14631,Sticker | f0rest | Katowice 2019
s14632,Sticker | Lekr0 | Katowice 2019
s14633,Sticker | bodyy | Katowice 2019
s14634,Sticker | bodyy (Foil) | Katowice 2019
s14635,Sticker | Attacker | Katowice 2019
s14636,Sticker | RUSH | Katowice 2019
s14637,Sticker | GeT_RiGhT | Katowice 2019
s14638,Sticker | Summer | Katowice 2019
s14639,Sticker | twist | Katowice 2019
s14640,Sticker | jR | Katowice 2019
s14641,Sticker | woxic | Katowice 2019
s14642,Sticker | flamie (Foil) | Katowice 2019
s14643,Sticker | tabseN (Foil) | Katowice 2019
s14644,Sticker | tiziaN (Foil) | Katowice 2019
s14645,Sticker | dephh (Foil) | Katowice 2019
s14646,Sticker | dephh | Katowice 2019
s14647,Sticker | ANGE1 (Foil) | Katowice 2019
s14648,Sticker | ISSAA (Foil) | Katowice 2019
s14649,Sticker | Stewie2K | Katowice 2019
s14694,Sticker | Kvik (Gold) | Katowice 2019
s14696,Sticker | Aerial | Katowice 2019
s14697,Sticker | ZywOo | Katowice 2019
s14698,Sticker | VINI (Foil) | Katowice 2019
s14699,Sticker | Boombl4 | Katowice 2019
s14700,Sticker | apEX (Foil) | Katowice 2019
s14701,Sticker | sdy | Katowice 2019
s14702,Sticker | apEX | Katowice 2019
s14703,Sticker | FugLy (Foil) | Katowice 2019
s14704,Sticker | WorldEdit | Katowice 2019
s14705,Sticker | Boombl4 (Foil) | Katowice 2019
s14706,Sticker | KrizzeN | Katowice 2019
s14707,Sticker | KRIMZ | Katowice 2019
s14708,Sticker | Brollan | Katowice 2019
s14709,Sticker | hutji | Katowice 2019
s14710,Sticker | Liazz | Katowice 2019
s14711,Sticker | KSCERATO | Katowice 2019
s14712,Sticker | wayLander | Katowice 2019
s14713,Sticker | arT | Katowice 2019
s14714,Sticker | qikert (Foil) | Katowice 2019
s14715,Sticker | FugLy | Katowice 2019
s15028,Sticker | Ninjas in Pyjamas | Katowice 2019
s15029,Sticker | tonyblack | Katowice 2019
s15031,Sticker | Team Liquid | Katowice 2019
s15089,Sticker | Rickeh (Foil) | Katowice 2019
s15090,Sticker | FalleN | Katowice 2019
s15091,Sticker | FalleN (Foil) | Katowice 2019
s15092,Sticker | sergej (Foil) | Katowice 2019
s15093,Sticker | ALEX (Foil) | Katowice 2019
s15130,Sticker | device (Gold) | Katowice 2019
s15374,Sticker | DavCost | Katowice 2019
s15375,Sticker | COLDYY1 | Katowice 2019
s15692,Sticker | Noodles
s15727,Sticker | n0thing (Foil) | Katowice 2019
s15728,Sticker | buster | Katowice 2019
s15729,Sticker | wayLander (Foil) | Katowice 2019
s15741,Sticker | COLDYY1 (Foil) | Katowice 2019
s15742,Sticker | Team Spirit (Holo) | Katowice 2019
s15743,Sticker | olofmeister (Foil) | Katowice 2019
s15744,Sticker | compLexity Gaming | Katowice 2019
s16001,Sticker | jks | London 2018
s16002,Sticker | ANDROID | London 2018
s16031,Sticker | felps (Foil) | Katowice 2019
s16062,Sticker | KSCERATO (Foil) | Katowice 2019
s16199,Sticker | s1mple (Gold) | Katowice 2019
s16214,Sticker | BIG | Katowice 2019
s16243,Sticker | Longevity
s16246,Sticker | Xyp9x (Gold) | Katowice 2019
s16282,Sticker | Snax (Foil) | London 2018
s16283,Sticker | DickStacy (Foil) | Katowice 2019
s16418,Sticker | Renegades (Holo) | Katowice 2019
s16458,Sticker | yuurih (Foil) | Katowice 2019
s16506,Sticker | Legendary Eagle Master (Holo)
s16507,Sticker | Gold Nova (Holo)
s16508,Sticker | Silver
s16509,Sticker | God of Fortune
s16510,Sticker | Hotpot
s16849,Sticker | RpK (Foil) | Katowice 2019
s16855,Sticker | Renegades | Katowice 2019
s16858,Sticker | bodyy (Foil) | London 2018
s16859,Sticker | Space Soldiers | London 2018
s16860,Sticker | Renegades | London 2018
s16912,Sticker | HellRaisers | Katowice 2019
s16913,Sticker | One Sting
s16914,Sticker | tonyblack (Foil) | Katowice 2019
s16915,Sticker | JW | Katowice 2019
s16939,Sticker | Cloud9 | Boston 2018
s16951,Sticker | Bite Me
s16952,Sticker | Scavenger
s16953,Sticker | Toy Tiger
s16954,Sticker | Don't Worry
s16955,Sticker | allu (Foil) | Katowice 2019
s16956,Sticker | Aleksib (Foil) | Katowice 2019
s16957,Sticker | xseveN (Foil) | Katowice 2019
s16958,Sticker | HellRaisers (Foil) | Katowice 2019
s16959,Sticker | NRG (Holo) | Katowice 2019
s17021,Sticker | Legendary Eagle (Holo)
s17043,Sticker | crush (Gold) | Katowice 2019
s17207,Sticker | Water Gun
s17208,Sticker | Master Guardian
s17209,Sticker | Fancy Koi
s17210,Sticker | Mahjong Rooster
s17301,Sticker | dennis | Katowice 2019
s17339,Sticker | Cluck (Holo)
s17340,Sticker | One Sting (Holo)
s17347,Sticker | somebody (Foil) | Katowice 2019
s17348,Sticker | Aerial (Foil) | Katowice 2019
s17365,Sticker | Free Hugs (Holo)
s17574,Sticker | G2 Esports (Holo) | Katowice 2019
s17617,Sticker | Baited (Holo)
s17618,Sticker | Baited
s17619,Sticker | Free Hugs
s17628,Sticker | First Blood
s17831,Sticker | NiKo (Foil) | Katowice 2019
s17832,Sticker | compLexity Gaming (Foil) | Katowice 2019
s17833,Sticker | ViCi Gaming (Foil) | Katowice 2019
s17838,Sticker | Lurker
s17875,Sticker | byali | London 2018
s17919,Sticker | Brollan (Foil) | Katowice 2019
s17966,Sticker | crush | Katowice 2019
s17967,Sticker | Team Spirit | London 2018
s18235,Sticker | Master Guardian (Holo)
s18254,Sticker | Cheongsam (Holo)
s18255,Sticker | Pixiu
s18281,Sticker | Brehze | Katowice 2019
s18521,Sticker | OpTic Gaming | London 2018
s18522,Sticker | compLexity Gaming | London 2018
s18561,Sticker | Toxic (Foil)
s18562,Sticker | advent (Foil) | Katowice 2019
s18563,Sticker | jkaem (Foil) | Katowice 2019
s18564,Sticker | Non-Veg
s18565,Sticker | Mahjong Zhong
s18566,Sticker | Nezha
s18567,Sticker | Vega Squadron | Boston 2018
s18568,Sticker | ANGE1 | London 2018
s18599,Sticker | Cheongsam
s18672,Sticker | Distinguished Master Guardian
s18708,Sticker | Distinguished Master Guardian (Holo)
s18713,Sticker | Guardian Dragon (Foil)
s18740,Sticker | Global Elite (Foil)
s18741,"Sticker | Don't Worry, I'm Pro"
s18758,Sticker | Lurker (Foil)
s18804,Sticker | Vitality | Katowice 2019
s18915,Sticker | f0rest (Foil) | Katowice 2019
s19343,Sticker | nitr0 (Foil) | Katowice 2019
s19344,Sticker | crush (Foil) | Katowice 2019
s19501,Sticker | Don't Worry (Holo)
s20062,Sticker | Cloud9 (Holo) | Katowice 2019
s20074,Sticker | Avangar (Foil) | Katowice 2019
s20075,Sticker | Ninjas in Pyjamas (Holo) | London 2018
s20076,Sticker | autimatic (Foil) | London 2018
s20077,Sticker | STYKO (Gold) | London 2018
s20078,Sticker | tarik (Foil) | London 2018
s20079,Sticker | Rogue (Holo) | London 2018
s20111,Sticker | Let's Roll-oll (Holo)
s20181,Sticker | Scavenger (Holo)
s20219,Sticker | Winstrike Team | Katowice 2019
s20220,Sticker | Team Spirit | Katowice 2019
s20241,Sticker | JaCkz (Foil) | Katowice 2019
s20242,Sticker | shox (Foil) | Katowice 2019
s20243,Sticker | REZ (Foil) | Katowice 2019
s20244,Sticker | gob b (Foil) | Katowice 2019
s20245,Sticker | hutji (Foil) | Katowice 2019
s20349,Sticker | jR (Foil) | Katowice 2019
s20403,Sticker | Space Soldiers | Boston 2018
s20406,Sticker | First Blood (Holo)
s20407,Sticker | Toxic
s20419,Sticker | BukAWP
s20552,Sticker | Nest Egg (Holo)
s20579,Sticker | stanislaw (Foil) | London 2018
s20638,Sticker | Rage
s20707,Sticker | Renegades (Foil) | Katowice 2019
s20737,Sticker | GeT_RiGhT (Gold) | Katowice 2019
s20759,Sticker | Lucky (Gold) | Katowice 2019
s20797,Sticker | G2 Esports (Foil) | Katowice 2019
s20845,Sticker | FaZe Clan (Foil) | Katowice 2019
s20862,Sticker | AZR (Gold) | Katowice 2019
s20877,Sticker | Nest Egg
s20888,Sticker | ZywOo (Foil) | Katowice 2019
s20898,Sticker | Avangar (Holo) | Katowice 2019
s20907,Sticker | tarik (Gold) | London 2018
s20913,Sticker | RUSH (Foil) | Katowice 2019
s20936,Sticker | Tyloo (Foil) | London 2018
s20942,Sticker | Bonehead (Holo)
s20947,Sticker | Bonehead
s20948,Sticker | Cluck
s20950,Sticker | What What
s20985,Sticker | MIBR (Foil) | Katowice 2019
s20986,Sticker | AdreN (Foil) | Katowice 2019
s21000,Sticker | Ninjas in Pyjamas (Foil) | Katowice 2019
s21026,Sticker | Edward (Gold) | Katowice 2019
s21043,Sticker | The 'Nader
s21048,Sticker | Winstrike Team (Holo) | Katowice 2019
s21055,Sticker | gla1ve (Foil) | London 2018
s21056,Sticker | malta (Foil) | Katowice 2019
s21057,Sticker | Hot Wings (Holo)
s21058,Sticker | oskar (Foil) | London 2018
s21059,Sticker | smooya (Foil) | Katowice 2019
s21068,Sticker | Gratisfaction (Foil) | Katowice 2019
s21070,Sticker | Edward (Foil) | Katowice 2019
s21072,Sticker | s1mple (Foil) | London 2018
s21073,Sticker | Green Swallow
s21076,Sticker | KRIMZ (Foil) | Katowice 2019
s21077,Sticker | Xizt (Foil) | Katowice 2019
s21078,Sticker | BnTeT (Foil) | Katowice 2019
s21079,Sticker | G2 Esports | Boston 2018
s21080,Sticker | stanislaw (Gold) | Katowice 2019
s21082,Sticker | chrisJ (Foil) | London 2018
s21083,Sticker | mousesports | Boston 2018
s21084,Sticker | Skadoodle (Foil) | London 2018
s21086,Sticker | ViCi Gaming | Katowice 2019
s21088,Sticker | Hobbit (Foil) | Katowice 2019
s21089,Sticker | sdy (Foil) | Katowice 2019
s21090,Sticker | electronic (Foil) | Katowice 2019
s21091,Sticker | sterling (Foil) | Katowice 2019
s21092,Sticker | Terror Rice
s21095,Sticker | Supreme Master First Class (Holo)
s21100,Sticker | gla1ve | London 2018
s21103,Sticker | device (Foil) | London 2018
s21104,Sticker | FURIA (Foil) | Katowice 2019
s21106,Sticker | Fowl Play
s21108,Sticker | mir (Foil) | London 2018
s21109,Sticker | XANTARES | London 2018
s21110,Sticker | EliGE | London 2018
s21111,Sticker | Kjaerbye (Foil) | London 2018
s21112,Sticker | ngiN (Foil) | London 2018
s21113,Sticker | paz (Foil) | London 2018
s21114,Sticker | mou (Foil) | London 2018
s21115,Sticker | NRG | Katowice 2019
s21119,Sticker | Fancy Koi (Foil)
s21121,Sticker | XANTARES (Foil) | Katowice 2019
s21123,Sticker | Gambit Esports (Holo) | London 2018
s21125,Sticker | Big Clucks (Foil)
s21126,Sticker | sergej (Gold) | Katowice 2019
s21127,Sticker | DickStacy (Gold) | Katowice 2019
s21130,Sticker | Natus Vincere | Boston 2018
s21131,Sticker | Quantum Bellator Fire | Boston 2018
s21132,Sticker | Avangar | Boston 2018
s21133,Sticker | Misfits Gaming | Boston 2018
s21134,Sticker | Team EnVyUs | Boston 2018
s21135,Sticker | Flipsid3 Tactics | Boston 2018
s21136,Sticker | Team Liquid | Boston 2018
s21141,Sticker | zhokiNg (Foil) | Katowice 2019
s21142,Sticker | device | London 2018
s21147,Sticker | AZR (Foil) | Katowice 2019
s21148,Sticker | NBK- (Foil) | Katowice 2019
s21149,Sticker | Silver (Foil)
s21150,Sticker | tonyblack | London 2018
s21151,Sticker | USTILO (Foil) | London 2018
s21152,Sticker | Winstrike Team (Foil) | Katowice 2019
s21153,Sticker | ViCi Gaming (Holo) | Katowice 2019
s21154,Sticker | MICHU (Foil) | London 2018
s21155,Sticker | Xyp9x (Foil) | Katowice 2019
s21157,Sticker | Dosia (Foil) | London 2018
s21158,Sticker | flamie (Foil) | London 2018
s21161,Sticker | Golden (Foil) | London 2018
s21162,Sticker | Cloud9 (Foil) | Katowice 2019
s21163,Sticker | JW (Foil) | London 2018
s21165,Sticker | electronic (Gold) | Katowice 2019
s21168,Sticker | Vitality (Foil) | Katowice 2019
s21169,Sticker | Twin Koi (Holo)
s21171,Sticker | Rice Bomb
s21172,Sticker | Hot Wings
s21174,Sticker | kennyS | Katowice 2019
s21175,Sticker | crush (Foil) | London 2018
s21176,Sticker | Natus Vincere (Foil) | Katowice 2019
s21177,Sticker | DickStacy | Berlin 2019
s21180,Sticker | Nifty | London 2018
s21182,Sticker | kennyS (Foil) | Katowice 2019
s21183,Sticker | stanislaw (Foil) | Katowice 2019
s21184,Sticker | Lekr0 (Foil) | Katowice 2019
s21185,Sticker | ShahZaM (Gold) | Katowice 2019
s21186,Sticker | Attacker (Foil) | Katowice 2019
s21188,Sticker | Liazz (Foil) | Katowice 2019
s21189,Sticker | kioShiMa (Foil) | Katowice 2019
s21190,Sticker | NAF (Foil) | Katowice 2019
s21195,Sticker | Jame (Foil) | Katowice 2019
s21197,Sticker | DeadFox (Foil) | Katowice 2019
s21200,Sticker | Grayhound Gaming (Foil) | Katowice 2019
s21201,Sticker | flusha (Foil) | Katowice 2019
s21202,Sticker | twist (Foil) | Katowice 2019
s21216,Sticker | Kvik (Foil) | Katowice 2019
s21217,Sticker | jks (Foil) | Katowice 2019
s21219,Sticker | n0rb3r7 (Foil) | Katowice 2019
s21221,Sticker | Team Liquid (Holo) | London 2018
s21222,Sticker | Big Clucks
s21224,Sticker | Huaji
s21225,Sticker | KrizzeN (Foil) | Katowice 2019
s21226,Sticker | BIG (Holo) | London 2018
s21229,Sticker | Tyloo | Katowice 2019
s21230,Sticker | yuurih (Gold) | Katowice 2019
s21231,Sticker | chopper (Foil) | Katowice 2019
s21232,Sticker | JW (Foil) | Katowice 2019
s21233,Sticker | WorldEdit (Foil) | Katowice 2019
s21235,Sticker | Roosty Boosty
s21242,Sticker | erkaSt (Foil) | Katowice 2019
s21243,Sticker | Avangar | Katowice 2019
s21245,Sticker | Vega Squadron (Holo) | London 2018
s21246,Sticker | Shaolin
s21249,Sticker | autimatic (Foil) | Katowice 2019
s21251,Sticker | FaZe Clan (Holo) | Boston 2018
s21253,Sticker | ropz (Gold) | London 2018
s21255,Sticker | DavCost (Foil) | London 2018
s21256,Sticker | OpTic Gaming (Holo) | London 2018
s21261,Sticker | Fnatic (Foil) | Katowice 2019
s21262,Sticker | Stewie2K (Gold) | Katowice 2019
s21263,Sticker | apEX (Gold) | Katowice 2019
s21264,Sticker | HellRaisers (Holo) | Katowice 2019
s21266,Sticker | BIG (Foil) | London 2018
s21267,Sticker | Space Soldiers (Holo) | London 2018
s21268,Sticker | Team Spirit (Foil) | London 2018
s21269,Sticker | compLexity Gaming (Foil) | London 2018
s21270,Sticker | Space Soldiers (Foil) | Boston 2018
s21271,Sticker | Avangar (Holo) | Boston 2018
s21272,Sticker | Cloud9 (Holo) | Boston 2018
s21273,Sticker | G2 Esports (Foil) | Boston 2018
s21275,Sticker | GeT_RiGhT (Foil) | Katowice 2019
s21276,Sticker | MAJ3R (Foil) | London 2018
s21277,Sticker | Team Liquid (Foil) | London 2018
s21278,Sticker | coldzera (Foil) | Katowice 2019
s21280,Sticker | Golden (Foil) | Katowice 2019
s21281,Sticker | Fowl Play (Holo)
s21284,Sticker | Heads Up
s21286,Sticker | dexter (Foil) | Katowice 2019
s21289,Sticker | AdreN (Foil) | London 2018
s21290,Sticker | jks (Gold) | London 2018
s21291,Sticker | hutji (Gold) | London 2018
s21293,Sticker | BIG (Foil) | Katowice 2019
s21303,Sticker | Ethan (Foil) | Katowice 2019
s21304,Sticker | balblna (Foil) | London 2018
s21309,Sticker | Grayhound Gaming | Katowice 2019
s21310,Sticker | gade (Foil) | London 2018
s21312,Sticker | v4lde (Gold) | London 2018
s21313,Sticker | Team Spirit (Holo) | London 2018
s21318,Sticker | Team Liquid (Foil) | Katowice 2019
s21320,Sticker | arT (Foil) | Katowice 2019
s21345,Sticker | sdy (Gold) | London 2018
s21387,Sticker | Hiko (Foil) | London 2018
s21425,Sticker | Vega Squadron | London 2018
s21453,Sticker | buster (Gold) | Berlin 2019
s21466,Sticker | Vega Squadron (Holo) | Katowice 2019
s21642,Sticker | dupreeh (Gold) | Katowice 2019
s21686,Sticker | Rickeh (Foil) | London 2018
s21729,Sticker | Double Dip
s21730,Sticker | G2 Esports (Foil) | London 2018
s21773,Sticker | Summer (Foil) | Katowice 2019
s21774,Sticker | DavCost (Foil) | Katowice 2019
s21775,Sticker | ISSAA (Foil) | London 2018
s21776,Sticker | k0nfig (Foil) | London 2018
s21803,Sticker | S0tF1k (Foil) | London 2018
s21809,Sticker | Avangar (Holo) | Berlin 2019
s21810,Sticker | DreamEaters (Foil) | Berlin 2019
s21811,Sticker | AZR | Berlin 2019
s21812,Sticker | Attacker | Berlin 2019
s21813,Sticker | aizy (Foil) | Berlin 2019
s21814,Sticker | Aleksib | Berlin 2019
s21815,Sticker | yel | Berlin 2019
s21816,Sticker | Renegades (Holo) | Berlin 2019
s21817,Sticker | ENCE (Holo) | Berlin 2019
s21818,Sticker | INTZ E-SPORTS CLUB (Holo) | Berlin 2019
s21819,Sticker | DreamEaters (Holo) | Berlin 2019
s21820,Sticker | StarLadder (Holo) | Berlin 2019
s21821,Sticker | coldzera | Berlin 2019
s21822,Sticker | frozen | Berlin 2019
s21823,Sticker | EliGE (Foil) | Berlin 2019
s21824,Sticker | flamie | Berlin 2019
s21825,Sticker | Ninjas in Pyjamas (Foil) | Berlin 2019
s21826,Sticker | shox (Foil) | Berlin 2019
s21827,Sticker | oBo | Berlin 2019
s21828,Sticker | Tyloo (Holo) | Berlin 2019
s21829,Sticker | Pros Don't Fake
s21845,Sticker | Tyloo (Foil) | Katowice 2019
s21872,Sticker | Vega Squadron | Katowice 2019
s21873,Sticker | NAF (Gold) | Katowice 2019
s21875,Sticker | mousesports (Foil) | London 2018
s21921,Sticker | ZywOo (Gold) | Katowice 2019
s21923,Sticker | Hobbit (Foil) | London 2018
s21924,Sticker | Xyp9x (Foil) | London 2018
s21934,Sticker | Mahjong Fa
s21970,Sticker | North (Holo) | London 2018
s21975,Sticker | FalleN (Gold) | Katowice 2019
s22059,Sticker | rain (Gold) | Katowice 2019
s22081,Sticker | S0tF1k (Foil) | Katowice 2019
s22141,Sticker | Roosty Boosty (Foil)
s22149,Sticker | Team Spirit (Foil) | Katowice 2019
s22155,Sticker | f0rest (Gold) | Katowice 2019
s22193,Sticker | Rogue (Foil) | London 2018
s22315,Sticker | captainMo (Foil) | London 2018
s22316,Sticker | suNny (Gold) | London 2018
s22355,Sticker | Double Dip (Holo)
s22360,Sticker | Astralis (Holo) | London 2018
s22376,Sticker | Dima (Foil) | Katowice 2019
s22378,Sticker | xccurate (Foil) | Katowice 2019
s22384,Sticker | Bite Me (Foil)
s22439,Sticker | oskar (Gold) | London 2018
s22441,Sticker | sterling (Gold) | Katowice 2019
s22456,Sticker | flusha (Gold) | London 2018
s22470,Sticker | allu (Gold) | Katowice 2019
s22471,Sticker | Summer (Gold) | Katowice 2019
s22472,Sticker | GuardiaN (Gold) | Katowice 2019
s22473,Sticker | NiKo (Gold) | Katowice 2019
s22538,Sticker | Let's Roll-oll
s22582,Sticker | olofmeister (Gold) | Katowice 2019
s22592,Sticker | Zeus (Foil) | London 2018
s22593,Sticker | REZ (Foil) | London 2018
s22666,Sticker | gla1ve (Gold) | Katowice 2019
s22677,Sticker | Don't Worry (Foil)
s22683,Sticker | Pixiu (Foil)
s22733,Sticker | flamie (Gold) | Katowice 2019
s22954,Sticker | smooya (Foil) | London 2018
s22955,Sticker | somebody (Foil) | London 2018
s22970,Sticker | MICHU | London 2018
s23019,Sticker | Brehze (Foil) | Katowice 2019
s23020,Sticker | Attacker (Gold) | Katowice 2019
s23045,Sticker | COLDYY1 (Gold) | Katowice 2019
s23075,Sticker | Aleksib (Gold) | Katowice 2019
s23084,Sticker | fer (Gold) | Katowice 2019
s23085,Sticker | XANTARES (Gold) | Katowice 2019
s23086,Sticker | kennyS (Gold) | London 2018
s23102,Sticker | yay (Foil) | London 2018
s23107,Sticker | NAF (Gold) | London 2018
s23111,Sticker | ANGE1 (Foil) | London 2018
s23157,Sticker | Renegades | Boston 2018
s23180,Sticker | dupreeh (Foil) | London 2018
s23230,Sticker | Astralis (Foil) | Katowice 2019
s23375,Sticker | Lekr0 (Gold) | Katowice 2019
s23377,Sticker | DD (Foil) | London 2018
s23406,Sticker | Ethan (Gold) | Katowice 2019
s23415,Sticker | Zombie Hop
s23416,Sticker | REZ (Gold) | Katowice 2019
s23477,Sticker | gob b (Gold) | London 2018
s23478,Sticker | Guardian Dragon
s23491,Sticker | bondik (Foil) | London 2018
s23514,Sticker | advent (Gold) | Katowice 2019
s23515,Sticker | TACO (Gold) | Katowice 2019
s23516,Sticker | NBK- (Gold) | Katowice 2019
s23517,Sticker | Calyx (Foil) | London 2018
s23532,Sticker | Magisk (Gold) | Katowice 2019
s23536,Sticker | OpTic Gaming (Foil) | London 2018
s23567,Sticker | Kaze (Foil) | Katowice 2019
s23603,Sticker | daps (Gold) | Katowice 2019
s23604,Sticker | FugLy (Gold) | Katowice 2019
s23605,Sticker | DavCost (Gold) | Katowice 2019
s23606,Sticker | hutji (Gold) | Katowice 2019
s23607,Sticker | rain (Foil) | London 2018
s23668,Sticker | Magisk (Foil) | London 2018
s23701,Sticker | CeRq (Gold) | Katowice 2019
s23702,Sticker | tabseN (Gold) | Katowice 2019
s23718,Sticker | Snappi (Foil) | London 2018
s23719,Sticker | North (Foil) | London 2018
s23733,Sticker | EliGE (Gold) | Katowice 2019
s23743,Sticker | Hobbit (Gold) | Katowice 2019
s23776,Sticker | Brollan (Gold) | Katowice 2019
s23789,Sticker | Misfits Gaming (Foil) | Boston 2018
s23888,Sticker | SicK (Foil) | London 2018
s23895,Sticker | dephh (Foil) | London 2018
s23925,Sticker | NAF (Foil) | London 2018
s23939,Sticker | RUSH (Foil) | London 2018
s23940,Sticker | Lekr0 (Foil) | London 2018
s23941,Sticker | Edward (Gold) | London 2018
s23961,Sticker | KSCERATO (Gold) | Katowice 2019
s24027,Sticker | flusha (Gold) | Katowice 2019
s24040,Sticker | ableJ (Foil) | Katowice 2019
s24049,Sticker | Renegades (Foil) | Boston 2018
s24097,Sticker | kioShiMa (Gold) | Katowice 2019
s24162,Sticker | nitr0 (Gold) | Katowice 2019
s24216,Sticker | Lucky (Foil) | Katowice 2019
s24296,Sticker | byali (Gold) | London 2018
s24297,Sticker | paz (Gold) | London 2018
s24298,Sticker | Rickeh (Gold) | London 2018
s24299,Sticker | Ex6TenZ (Gold) | London 2018
s24312,Sticker | aumaN (Foil) | Katowice 2019
s24377,Sticker | hutji | London 2018
s24393,Sticker | chopper (Foil) | London 2018
s24395,Sticker | Team EnVyUs (Holo) | Boston 2018
s24494,Sticker | jkaem (Gold) | Katowice 2019
s24495,Sticker | fitch (Gold) | Katowice 2019
s24523,Sticker | cajunb (Foil) | London 2018
s24585,Sticker | Dima (Gold) | Katowice 2019
s24610,Sticker | Jame (Gold) | Katowice 2019
s24613,Sticker | byali (Foil) | London 2018
s24628,Sticker | jks (Gold) | Katowice 2019
s24673,Sticker | Brehze (Gold) | Katowice 2019
s24694,Sticker | NEO (Foil) | London 2018
s24709,Sticker | NEO (Gold) | London 2018
s24715,Sticker | felps (Gold) | Katowice 2019
s24737,Sticker | GeT_RiGhT (Gold) | London 2018
s24738,Sticker | Zeus (Gold) | Katowice 2019
s24805,Sticker | dupreeh (Gold) | London 2018
s24941,Sticker | dennis (Foil) | London 2018
s24975,Sticker | nitr0 | Berlin 2019
s24976,Sticker | device | Berlin 2019
